Lat,Lon
41.455236666666664,-8.283251666666667
41.45524,-8.28329
41.45528666666667,-8.283303333333333
41.45535499999999,-8.28329
41.45540333333334,-8.28329
41.45547333333334,-8.283258333333333
41.45556166666667,-8.283233333333333
41.45560999999999,-8.283215
41.455688333333335,-8.283198333333333
41.45574166666667,-8.283195000000001
41.455776666666665,-8.283183333333334
41.45580833333334,-8.283236666666665
41.45583333333334,-8.283321666666666
41.45584999999999,-8.283395
41.45585500000001,-8.283483333333333
41.45585500000001,-8.283553333333334
41.45586333333334,-8.283623333333333
41.45584,-8.283703333333333
41.45576500000001,-8.283746666666667
41.45568,-8.283768333333335
41.455615,-8.283785
41.45554666666667,-8.283798333333333
41.455528333333326,-8.283838333333334
41.45547333333334,-8.28384
41.45541,-8.283856666666667
41.45534666666667,-8.28387
41.455281666666664,-8.283886666666666
41.455216666666665,-8.283901666666667
41.45515166666667,-8.283925
41.455086666666666,-8.283946666666667
41.45502166666667,-8.283978333333332
41.45495833333333,-8.284006666666667
41.454898333333325,-8.284043333333333
41.45484499999999,-8.284066666666666
41.45479166666667,-8.284096666666667
41.454735,-8.284123333333334
41.45468000000001,-8.284128333333333
41.454629999999995,-8.284133333333333
41.45458166666667,-8.284160000000002
41.454528333333336,-8.284163333333334
41.45447166666666,-8.284163333333334
41.45441833333333,-8.28418
41.454359999999994,-8.284195
41.454299999999996,-8.284221666666667
41.454258333333335,-8.284243333333334
41.454211666666666,-8.284255
41.45417333333333,-8.284249999999998
41.45408166666666,-8.284273333333335
41.45392666666667,-8.284328333333333
41.453849999999996,-8.284366666666667
41.453808333333335,-8.284368333333333
41.453773333333324,-8.284356666666667
41.453738333333334,-8.284341666666668
41.4537,-8.284306666666668
41.45366333333333,-8.2843
41.45361,-8.284358333333333
41.45355166666666,-8.284384999999999
41.453491666666665,-8.284398333333334
41.45342666666667,-8.284391666666666
41.45336,-8.284406666666666
41.453300000000006,-8.284428333333333
41.45324333333333,-8.28444
41.45318,-8.284453333333333
41.45312166666666,-8.284471666666667
41.45305833333334,-8.284488333333334
41.452994999999994,-8.284496666666666
41.45293,-8.284503333333333
41.45287,-8.284505
41.45283833333333,-8.284563333333333
41.452795,-8.284623333333334
41.45274500000001,-8.284673333333334
41.45269,-8.284748333333333
41.45264,-8.284821666666666
41.45258833333334,-8.284875
41.45253833333333,-8.284931666666667
41.452490000000004,-8.284983333333335
41.452439999999996,-8.285033333333333
41.452398333333335,-8.285088333333334
41.45236499999999,-8.28514
41.45234000000001,-8.28519
41.452315,-8.285265
41.45229833333333,-8.285346666666667
41.452286666666666,-8.285419999999998
41.45226833333333,-8.285496666666667
41.452261666666665,-8.285568333333334
41.452266666666674,-8.28565
41.45228333333333,-8.285731666666667
41.45233499999999,-8.285771666666667
41.45239166666667,-8.285783333333335
41.45245666666666,-8.285766666666666
41.45249333333333,-8.28575
41.452536666666674,-8.285758333333332
41.45258666666667,-8.285771666666667
41.452646666666666,-8.285785
41.452724999999994,-8.285773333333333
41.45278666666666,-8.285775
41.452893333333336,-8.285773333333333
41.45297166666666,-8.285756666666666
41.45298833333333,-8.28581
41.45299333333334,-8.285848333333332
41.45303833333334,-8.285915
41.45307666666666,-8.285998333333334
41.45309833333334,-8.286063333333335
41.45310333333334,-8.286138333333334
41.453115,-8.28619
41.453133333333334,-8.286235
41.45318666666667,-8.286309999999999
41.45319166666666,-8.286393333333333
41.453174999999995,-8.286463333333334
41.453131666666664,-8.286518333333333
41.453075000000005,-8.286534999999999
41.45301333333334,-8.286546666666668
41.452936666666666,-8.286543333333332
41.452891666666666,-8.286533333333333
41.452850000000005,-8.286489999999999
41.452803333333335,-8.286489999999999
41.45274666666666,-8.286493333333334
41.45266333333334,-8.286538333333334
41.452601666666666,-8.286555
41.45254833333333,-8.286566666666666
41.452476666666676,-8.286573333333333
41.452421666666666,-8.286563333333334
41.45237333333333,-8.286544999999998
41.45230333333334,-8.286556666666666
41.45222999999999,-8.286598333333334
41.45220166666666,-8.286576666666667
41.452206666666676,-8.286501666666668
41.45221166666667,-8.286435
41.452220000000004,-8.286368333333334
41.452225,-8.286294999999999
41.452239999999996,-8.286233333333334
41.45224499999999,-8.28617
41.45224666666666,-8.286118333333333
41.45225833333334,-8.286075
41.45225333333333,-8.285986666666668
41.45226833333333,-8.285893333333332
41.45229166666666,-8.285795
41.45229333333334,-8.285728333333333
41.45228166666667,-8.285678333333333
41.452286666666666,-8.28563
41.45229500000001,-8.285573333333334
41.452304999999996,-8.285509999999999
41.452310000000004,-8.285456666666667
41.452311666666674,-8.285378333333334
41.452325,-8.28531
41.45234666666667,-8.285231666666666
41.452374999999996,-8.28516
41.45240333333333,-8.285095
41.45243333333333,-8.28504
41.45247333333334,-8.284993333333334
41.45252333333333,-8.284946666666666
41.452576666666666,-8.284903333333334
41.452625000000005,-8.284855
41.45267833333334,-8.284808333333332
41.45273333333333,-8.284761666666666
41.45278666666666,-8.284715
41.45283166666666,-8.284673333333334
41.45287833333334,-8.284658333333335
41.45292500000001,-8.284654999999999
41.452983333333336,-8.284633333333334
41.453035,-8.284586666666666
41.45310333333334,-8.284553333333333
41.45316166666667,-8.284518333333333
41.45321333333333,-8.284474999999999
41.45327666666667,-8.284466666666667
41.45333833333334,-8.284461666666665
41.453399999999995,-8.284485
41.45345333333333,-8.284476666666666
41.45350833333334,-8.284485
41.45357333333333,-8.284471666666667
41.45363833333334,-8.28448
41.453693333333334,-8.284483333333332
41.45375333333333,-8.284471666666667
41.45381999999999,-8.284466666666667
41.45388333333334,-8.284453333333333
41.45393333333333,-8.284423333333333
41.45400166666666,-8.284418333333333
41.45406500000001,-8.284410000000001
41.454105,-8.284411666666667
41.454146666666674,-8.284405
41.454168333333335,-8.284428333333333
41.454231666666665,-8.284384999999999
41.45438333333333,-8.284281666666667
41.454440000000005,-8.284268333333333
41.454496666666664,-8.284278333333333
41.454546666666666,-8.28429
41.45460166666667,-8.284301666666666
41.45466,-8.284301666666666
41.45471666666667,-8.28431
41.454771666666666,-8.284328333333333
41.45483333333333,-8.284338333333332
41.45488166666667,-8.284313333333333
41.45492833333333,-8.284281666666667
41.45497333333333,-8.28426
41.45503999999999,-8.284236666666667
41.45508333333334,-8.2842
41.455126666666665,-8.284153333333334
41.455169999999995,-8.284111666666666
41.45521833333334,-8.28408
41.45525333333333,-8.284058333333332
41.455316666666675,-8.284028333333334
41.455345,-8.283968333333332
41.455351666666665,-8.283891666666667
41.455396666666665,-8.283846666666667
41.45545666666667,-8.283831666666666
41.455506666666665,-8.283811666666667
41.45555666666667,-8.283795
41.45560999999999,-8.283778333333334
41.45565833333333,-8.283760000000001
41.45571333333334,-8.283743333333332
41.45576666666666,-8.283726666666666
41.455823333333335,-8.283696666666666
41.45584833333334,-8.283646666666668
41.45585166666667,-8.283586666666668
41.455825000000004,-8.283528333333333
41.45580499999999,-8.283479999999999
41.45580666666667,-8.283413333333334
41.455815,-8.283371666666666
41.45579833333333,-8.283306666666666
41.45577333333334,-8.28325
41.45574833333333,-8.283203333333335
41.455711666666666,-8.283201666666667
41.45565333333334,-8.283211666666666
41.455596666666665,-8.283215
41.45554333333333,-8.283236666666665
41.455486666666665,-8.283255
41.45542999999999,-8.283273333333334
41.45538166666667,-8.283291666666665
41.45533166666667,-8.2833
41.455285,-8.283325
41.45524166666667,-8.283373333333333
41.45520499999999,-8.283381666666665
41.455148333333334,-8.283393333333333
41.45510666666667,-8.283416666666666
41.455043333333336,-8.283445
41.454989999999995,-8.283468333333333
41.454944999999995,-8.283508333333334
41.438860000000005,-8.282381666666668
