ageband,imc,height,weight,hasSportHistoric,hasWalkingHistoric,gender,avgalt,dist,altDiff,currSpd,avgSpd,accumSub,accumDesc,totDist,modal,load,diffic
1,21.798202394816204,183,73,1,1,0,383.25,4.6332583,0.8999999999999773,0.7175228,0.5882353,742,199,977,0,1,1
1,21.798202394816204,183,73,1,1,0,384.04999999999995,3.7878504,0.6999999999999886,0.6361967,0.5851064,745,199,980,0,1,1
1,21.798202394816204,183,73,1,1,0,384.29999999999995,4.6284842,-0.19999999999998863,0.90179336,0.58201057,745,203,984,0,1,1
1,21.798202394816204,183,73,1,1,0,384.29999999999995,5.850571,0.19999999999998863,0.87399834,0.57894737,750,203,989,0,1,1
1,21.798202394816204,183,73,1,1,0,384.7,5.5450354,0.6000000000000227,0.9553245,0.57591623,755,203,994,0,1,1
1,21.798202394816204,183,73,1,1,0,385.7,4.8295064,1.3999999999999773,0.72627306,0.5729167,759,203,998,0,1,1
1,21.798202394816204,183,73,1,1,0,386.79999999999995,4.9069967,0.8000000000000114,0.79370165,0.5699482,763,203,1002,0,1,0
1,21.798202394816204,183,73,1,1,0,387.75,5.900123,1.1000000000000227,1.05621,0.57216495,768,203,1007,0,1,0
1,21.798202394816204,183,73,1,1,0,388.8,6.7124434,1,1.27857,0.574359,774,203,1013,0,1,0
1,21.798202394816204,183,73,1,1,0,389.45000000000005,6.0012946,0.30000000000001137,0.9419417,0.5714286,780,203,1019,0,1,0
1,21.798202394816204,183,73,1,1,0,389.9,6.688923,0.5999999999999659,1.0371653,0.57360405,786,203,1025,0,1,0
1,21.798202394816204,183,73,1,1,0,388.95,5.014771,-2.5,0.69796336,0.5707071,786,208,1030,0,1,0
1,21.798202394816204,183,73,1,1,0,387.79999999999995,6.388461,0.19999999999998863,1.0572394,0.5728643,792,208,1036,0,1,1
1,21.798202394816204,183,73,1,1,0,387.75,6.0633717,-0.2999999999999545,0.9352503,0.57,792,214,1042,0,1,1
1,21.798202394816204,183,73,1,1,0,387.45000000000005,6.4551578,-0.30000000000001137,0.9059111,0.5671642,792,220,1048,0,1,1
1,21.798202394816204,183,73,1,1,0,387.45000000000005,6.7144804,0.30000000000001137,1.0165764,0.5693069,798,220,1054,0,1,1
1,21.798202394816204,183,73,1,1,0,388.3,7.627576,1.3999999999999773,1.1020203,0.5714286,805,220,1061,0,1,1
1,21.798202394816204,183,73,1,1,0,390.45,6.5264273,2.8999999999999773,0.88944,0.5686275,811,220,1067,0,1,1
1,21.798202394816204,183,73,1,1,0,393.04999999999995,5.8182635,2.3000000000000114,0.9496625,0.56585366,816,220,1072,0,1,1
1,21.798202394816204,183,73,1,1,0,396.1,6.475999,3.8000000000000114,0,0.5631068,822,220,1078,0,1,1
1,21.798202394816204,183,73,1,1,0,399,5.6881533,2,0.89252836,0.5603865,827,220,1083,0,1,1
1,21.798202394816204,183,73,1,1,0,400.15,6.2794,0.30000000000001137,1.1514336,0.5625,833,220,1089,0,1,1
1,21.798202394816204,183,73,1,1,0,400.20000000000005,6.0609593,-0.19999999999998863,1.0726811,0.5645933,833,226,1095,0,1,1
1,21.798202394816204,183,73,1,1,0,400.25,6.1291776,0.2999999999999545,1.0088556,0.56666666,839,226,1101,0,1,1
1,21.798202394816204,183,73,1,1,0,400.95,4.49204,1.1000000000000227,0.64700586,0.56398106,843,226,1105,0,1,1
1,21.798202394816204,183,73,1,1,0,402.2,5.435833,1.3999999999999773,0.82149667,0.5613208,848,226,1110,0,1,1
1,21.798202394816204,183,73,1,1,0,403.4,5.3224297,1,1.0572394,0.5633803,853,226,1115,0,1,1
1,21.798202394816204,183,73,1,1,0,403.85,5.8156953,-0.0999999999999659,1.0109144,0.56542057,853,231,1120,0,1,1
1,21.798202394816204,183,73,1,1,0,404.55,5.5750556,1.5,0.8848075,0.5627907,858,231,1125,0,1,1
