ageband,imc,height,weight,hasSportHistoric,hasWalkingHistoric,gender,avgalt,dist,altDiff,currSpd,avgSpd,accumSub,accumDesc,totDist,modal,load,diffic
1,21.798202394816204,183,73,1,1,0,198.7,7.160158,-0.20000000000001705,1.3743083,0.8471047,3963,4683,9119,0,1,0
1,21.798202394816204,183,73,1,1,0,198.55,6.869993,-0.09999999999999432,1.1097411,0.84720415,3963,4689,9125,0,1,0
1,21.798202394816204,183,73,1,1,0,198.25,6.0029902,-0.5,1.3887205,0.84730345,3963,4695,9131,0,1,0
1,21.798202394816204,183,73,1,1,0,197.95,6.905166,-0.09999999999999432,1.2095972,0.8474026,3963,4701,9137,0,1,0
1,21.798202394816204,183,73,1,1,0,197.85000000000002,7.083967,-0.09999999999999432,1.4165156,0.84750164,3963,4708,9144,0,1,0
1,21.798202394816204,183,73,1,1,0,197.8,5.904716,0,1.0680486,0.8476005,3963,4708,9149,0,1,0
1,21.798202394816204,183,73,1,1,0,197.55,5.1204243,-0.5,1.5081362,0.8476993,3963,4713,9154,0,1,0
1,21.798202394816204,183,73,1,1,0,197.8,7.802112,1,1.2049648,0.84779793,3970,4713,9161,0,1,0
1,21.798202394816204,183,73,1,1,0,199.45,7.853783,2.299999999999983,1.3233508,0.84789646,3977,4713,9168,0,1,0
1,21.798202394816204,183,73,1,1,0,201.14999999999998,6.917872,1.0999999999999943,1.1200355,0.8479948,3983,4713,9174,0,1,0
1,21.798202394816204,183,73,1,1,0,201.64999999999998,6.445708,-0.09999999999999432,1.2435689,0.8480931,3983,4719,9180,0,1,0
1,21.798202394816204,183,73,1,1,0,201.7,6.80765,0.20000000000001705,1.3300422,0.8481912,3989,4719,9186,0,1,0
1,21.798202394816204,183,73,1,1,0,201.60000000000002,6.626565,-0.4000000000000057,1.3532047,0.8482892,3989,4725,9192,0,1,0
1,21.798202394816204,183,73,1,1,0,201.4,6.4555445,0,1.4648994,0.8483871,3989,4725,9198,0,1,0
1,21.798202394816204,183,73,1,1,0,200.85000000000002,5.904718,-1.0999999999999943,1.1735667,0.8484849,3989,4730,9203,0,1,0
1,21.798202394816204,183,73,1,1,0,199.9,6.1554112,-0.8000000000000114,1.3943825,0.84858245,3989,4736,9209,0,1,0
1,21.798202394816204,183,73,1,1,0,199.1,6.378082,-0.8000000000000114,1.3568078,0.84867996,3989,4742,9215,0,1,0
1,21.798202394816204,183,73,1,1,0,199.2,6.485171,1,1.5539464,0.84877735,3995,4742,9221,0,1,0
1,21.798202394816204,183,73,1,1,0,199.8,7.247688,0.20000000000001705,1.4659289,0.84887457,4002,4742,9228,0,1,0
1,21.798202394816204,183,73,1,1,0,199.8,7.119235,-0.20000000000001705,1.4103389,0.8489717,4002,4749,9235,0,1,0
1,21.798202394816204,183,73,1,1,0,199.55,7.177103,-0.29999999999998295,1.4427664,0.8490687,4002,4756,9242,0,1,0
1,21.798202394816204,183,73,1,1,0,199.35000000000002,7.1339536,-0.09999999999999432,1.358352,0.8491656,4002,4763,9249,0,1,0
1,21.798202394816204,183,73,1,1,0,199.4,7.360155,0.19999999999998863,1.3969561,0.84926236,4009,4763,9256,0,1,0
1,21.798202394816204,183,73,1,1,0,199.4,7.4597,-0.19999999999998863,1.4160008,0.849359,4009,4770,9263,0,1,0
1,21.798202394816204,183,73,1,1,0,199.05,6.7043777,-0.5,1.3521752,0.8494555,4009,4776,9269,0,1,0
1,21.798202394816204,183,73,1,1,0,198.55,6.9295063,-0.5,1.4824,0.84955186,4009,4782,9275,0,1,0
1,21.798202394816204,183,73,1,1,0,198,6.8510566,-0.6000000000000227,1.4504873,0.8496481,4009,4788,9281,0,1,0
1,21.798202394816204,183,73,1,1,0,197.35,6.973031,-0.6999999999999886,1.3758525,0.84974426,4009,4794,9287,0,1,0
1,21.798202394816204,183,73,1,1,0,196.75,6.9295135,-0.5,1.4741645,0.8498403,4009,4800,9293,0,1,0
1,21.798202394816204,183,73,1,1,0,196.2,7.184421,-0.5999999999999943,1.3825439,0.8499361,4009,4807,9300,0,1,0
1,21.798202394816204,183,73,1,1,0,195.60000000000002,7.095645,-0.5999999999999943,1.4309278,0.8500319,4009,4814,9307,0,1,0
1,21.798202394816204,183,73,1,1,0,194.9,6.9429755,-0.8000000000000114,1.4386486,0.8501276,4009,4820,9313,0,1,0
1,21.798202394816204,183,73,1,1,0,194.1,6.252026,-0.8000000000000114,1.3171742,0.85022306,4009,4826,9319,0,1,0
1,21.798202394816204,183,73,1,1,0,193.45,7.038556,-0.5,1.4371045,0.8503185,4009,4833,9326,0,1,0
1,21.798202394816204,183,73,1,1,0,192.85,7.184434,-0.6999999999999886,1.4685025,0.85041374,4009,4840,9333,0,1,0
1,21.798202394816204,183,73,1,1,0,192.2,7.2768416,-0.5999999999999943,1.4803411,0.8505089,4009,4847,9340,0,1,0
1,21.798202394816204,183,73,1,1,0,191.55,7.3727393,-0.700000000000017,1.4875473,0.85060394,4009,4854,9347,0,1,0
1,21.798202394816204,183,73,1,1,0,190.95,6.92055,-0.5,1.3933531,0.8506988,4009,4860,9353,0,1,0
1,21.798202394816204,183,73,1,1,0,190.35,6.801401,-0.6999999999999886,1.2801142,0.85079366,4009,4866,9359,0,1,0
1,21.798202394816204,183,73,1,1,0,189.7,6.55811,-0.5999999999999943,1.3629844,0.8508883,4009,4872,9365,0,1,0
1,21.798202394816204,183,73,1,1,0,189.05,6.8701925,-0.700000000000017,1.2806289,0.8509829,4009,4878,9371,0,1,0
1,21.798202394816204,183,73,1,1,0,188.39999999999998,5.858843,-0.5999999999999943,1.3351895,0.8510773,4009,4883,9376,0,1,0
1,21.798202394816204,183,73,1,1,0,187.85,6.713116,-0.5,1.4149714,0.8511716,4009,4889,9382,0,1,0
1,21.798202394816204,183,73,1,1,0,187.35,6.6024966,-0.5,1.3259244,0.85126585,4009,4895,9388,0,1,0
1,21.798202394816204,183,73,1,1,0,186.85,6.5509253,-0.5,1.324895,0.8513599,4009,4901,9394,0,1,0
1,21.798202394816204,183,73,1,1,0,186.35,5.939088,-0.5,1.2270977,0.85145384,4009,4906,9399,0,1,0
1,21.798202394816204,183,73,1,1,0,186,5.976499,-0.19999999999998863,1.3166595,0.8515477,4009,4911,9404,0,1,0
1,21.798202394816204,183,73,1,1,0,185.7,6.5737123,-0.4000000000000057,1.1807728,0.8516414,4009,4917,9410,0,1,0
1,21.798202394816204,183,73,1,1,0,185.4,8.371508,-0.19999999999998863,1.4335014,0.851735,4009,4925,9418,0,1,0
1,21.798202394816204,183,73,1,1,0,185.2,7.0683527,-0.20000000000001705,1.4216628,0.8518285,4009,4932,9425,0,1,0
1,21.798202394816204,183,73,1,1,0,184.89999999999998,6.871491,-0.4000000000000057,1.365558,0.85192186,4009,4938,9431,0,1,0
1,21.798202394816204,183,73,1,1,0,184.7,7.23117,0,1.3429103,0.85201514,4009,4938,9438,0,1,0
1,21.798202394816204,183,73,1,1,0,184.39999999999998,6.676859,-0.5999999999999943,1.4314425,0.85210824,4009,4944,9444,0,1,0
1,21.798202394816204,183,73,1,1,0,183.95,7.0463824,-0.29999999999998295,1.4376192,0.8522013,4009,4951,9451,0,1,0
1,21.798202394816204,183,73,1,1,0,183.75,7.4251156,-0.10000000000002274,1.3382778,0.85229415,4009,4958,9458,0,1,0
1,21.798202394816204,183,73,1,1,0,183.7,7.0560026,0,1.4293836,0.85238695,4009,4958,9465,0,1,0
1,21.798202394816204,183,73,1,1,0,183.8,6.669598,0.20000000000001705,1.4021033,0.8524796,4015,4958,9471,0,1,0
1,21.798202394816204,183,73,1,1,0,183.8,6.4846587,-0.20000000000001705,1.2456278,0.85257214,4015,4964,9477,0,1,0
1,21.798202394816204,183,73,1,1,0,183.85,5.939092,0.30000000000001137,0.94914776,0.8520376,4020,4964,9482,0,1,0
1,21.798202394816204,183,73,1,1,0,184.15,6.3319516,0.30000000000001137,1.2445984,0.85213035,4026,4964,9488,0,1,0
1,21.798202394816204,183,73,1,1,0,184.15,6.5987277,-0.30000000000001137,1.27857,0.8522229,4026,4970,9494,0,1,0
1,21.798202394816204,183,73,1,1,0,184,6.6906114,0,1.2687902,0.85231537,4026,4970,9500,0,1,0
1,21.798202394816204,183,73,1,1,0,184.15,6.8841715,0.30000000000001137,1.2929822,0.85240775,4032,4970,9506,0,1,0
1,21.798202394816204,183,73,1,1,0,184.4,6.7000413,0.19999999999998863,1.2327597,0.8525,4038,4970,9512,0,1,0
1,21.798202394816204,183,73,1,1,0,184.5,6.5987287,0,1.2641578,0.8525921,4038,4970,9518,0,1,0
1,21.798202394816204,183,73,1,1,0,184.4,6.332804,-0.19999999999998863,1.2193769,0.85268414,4038,4976,9524,0,1,0
1,21.798202394816204,183,73,1,1,0,184.3,6.332804,0,1.2960706,0.85277605,4038,4976,9530,0,1,0
1,21.798202394816204,183,73,1,1,0,184.15,6.207178,-0.30000000000001137,1.2996736,0.85286784,4038,4982,9536,0,1,0
1,21.798202394816204,183,73,1,1,0,183.85,6.275753,-0.30000000000001137,1.3701905,0.8529595,4038,4988,9542,0,1,0
1,21.798202394816204,183,73,1,1,0,183.75,6.5045075,0.10000000000002274,1.4072505,0.85305107,4044,4988,9548,0,1,0
1,21.798202394816204,183,73,1,1,0,183.95,7.090977,0.29999999999998295,1.3233508,0.8531425,4051,4988,9555,0,1,0
1,21.798202394816204,183,73,1,1,0,183.95,6.402548,-0.29999999999998295,1.2502602,0.8532338,4051,4994,9561,0,1,0
1,21.798202394816204,183,73,1,1,0,183.85000000000002,7.0656447,0.09999999999999432,1.3732789,0.85332507,4058,4994,9568,0,1,0
1,21.798202394816204,183,73,1,1,0,183.95,7.3878913,0.09999999999999432,1.4715909,0.85341614,4065,4994,9575,0,1,0
1,21.798202394816204,183,73,1,1,0,183.95,6.8878474,-0.09999999999999432,1.4494578,0.85350716,4065,5000,9581,0,1,0
1,21.798202394816204,183,73,1,1,0,183.8,7.0330677,-0.20000000000001705,1.4798263,0.853598,4065,5007,9588,0,1,0
1,21.798202394816204,183,73,1,1,0,183.55,6.8878517,-0.29999999999998295,1.4463694,0.8536888,4065,5013,9594,0,1,0
1,21.798202394816204,183,73,1,1,0,183.2,7.0656557,-0.4000000000000057,1.4355602,0.85377944,4065,5020,9601,0,1,0
1,21.798202394816204,183,73,1,1,0,182.95,7.0330734,-0.09999999999999432,1.3933531,0.85387,4065,5027,9608,0,1,0
1,21.798202394816204,183,73,1,1,0,182.9,6.366463,0,1.40828,0.8539604,4065,5027,9614,0,1,0
1,21.798202394816204,183,73,1,1,0,183.2,7.1341333,0.5999999999999943,1.432472,0.8540507,4072,5027,9621,0,1,0
1,21.798202394816204,183,73,1,1,0,183.45,7.3441,-0.09999999999999432,1.4813706,0.85414094,4072,5034,9628,0,1,0
1,21.798202394816204,183,73,1,1,0,183.55,7.899912,0.29999999999998295,1.413942,0.854231,4079,5034,9635,0,1,0
1,21.798202394816204,183,73,1,1,0,183.64999999999998,7.8999147,-0.09999999999999432,1.4849737,0.854321,4079,5041,9642,0,1,0
1,21.798202394816204,183,73,1,1,0,183.45,6.980129,-0.29999999999998295,1.4211481,0.8544109,4079,5047,9648,0,1,0
1,21.798202394816204,183,73,1,1,0,183.35000000000002,7.156981,0.09999999999999432,1.3521752,0.8545006,4086,5047,9655,0,1,0
1,21.798202394816204,183,73,1,1,0,183.4,7.2073107,0,1.3701905,0.85459024,4086,5047,9662,0,1,0
1,21.798202394816204,183,73,1,1,0,183.25,6.7886844,-0.30000000000001137,1.3995297,0.8546798,4086,5053,9668,0,1,0
1,21.798202394816204,183,73,1,1,0,183,6.975954,-0.19999999999998863,1.4010739,0.85476923,4086,5059,9674,0,1,0
1,21.798202394816204,183,73,1,1,0,182.95,7.3441205,0.09999999999999432,1.3799703,0.8548586,4093,5059,9681,0,1,0
1,21.798202394816204,183,73,1,1,0,182.95,7.019223,-0.09999999999999432,1.3377631,0.85494775,4093,5066,9688,0,1,0
1,21.798202394816204,183,73,1,1,0,182.85000000000002,7.296858,-0.09999999999999432,1.3809997,0.85503685,4093,5073,9695,0,1,0
1,21.798202394816204,183,73,1,1,0,182.95,7.2073236,0.29999999999998295,1.4597522,0.85512584,4100,5073,9702,0,1,0
1,21.798202394816204,183,73,1,1,0,182.95,6.6952615,-0.29999999999998295,1.3547488,0.8552147,4100,5079,9708,0,1,0
1,21.798202394816204,183,73,1,1,0,182.5,6.464475,-0.6000000000000227,1.3140858,0.85530347,4100,5085,9714,0,1,0
1,21.798202394816204,183,73,1,1,0,182.25,6.619796,0.10000000000002274,1.3537195,0.85539216,4106,5085,9720,0,1,0
1,21.798202394816204,183,73,1,1,0,182.15,6.5133023,-0.30000000000001137,1.4479136,0.85548073,4106,5091,9726,0,1,0
1,21.798202394816204,183,73,1,1,0,181.85,7.028804,-0.30000000000001137,1.5385047,0.8555692,4106,5098,9733,0,1,0
1,21.798202394816204,183,73,1,1,0,181.6,7.015532,-0.19999999999998863,1.454605,0.8556575,4106,5105,9740,0,1,0
1,21.798202394816204,183,73,1,1,0,181.45,7.2407126,-0.09999999999999432,1.4829147,0.85574573,4106,5112,9747,0,1,0
1,21.798202394816204,183,73,1,1,0,181.35000000000002,6.802317,-0.09999999999999432,1.4257805,0.8558338,4106,5118,9753,0,1,0
1,21.798202394816204,183,73,1,1,0,181.2,6.9246287,-0.20000000000001705,1.3665875,0.85592186,4106,5124,9759,0,1,0
1,21.798202394816204,183,73,1,1,0,180.89999999999998,6.697508,-0.4000000000000057,1.4232069,0.8560098,4106,5130,9765,0,1,0
1,21.798202394816204,183,73,1,1,0,180.6,6.453371,-0.19999999999998863,1.35269,0.8560976,4106,5136,9771,0,1,0
1,21.798202394816204,183,73,1,1,0,180.5,6.677745,0,1.3665875,0.85618526,4106,5136,9777,0,1,0
1,21.798202394816204,183,73,1,1,0,180.45,6.4533753,-0.09999999999999432,1.4077653,0.8562728,4106,5142,9783,0,1,1
1,21.798202394816204,183,73,1,1,0,180.25,6.8990555,-0.30000000000001137,1.4190892,0.8563603,4106,5148,9789,0,1,1
1,21.798202394816204,183,73,1,1,0,179.89999999999998,7.0099125,-0.4000000000000057,1.4468842,0.8564477,4106,5155,9796,0,1,1
1,21.798202394816204,183,73,1,1,0,179.5,7.460007,-0.39999999999997726,1.4479136,0.85653496,4106,5162,9803,0,1,1
1,21.798202394816204,183,73,1,1,0,179,7.2331057,-0.6000000000000227,1.4232069,0.8566221,4106,5169,9810,0,1,1
1,21.798202394816204,183,73,1,1,0,178.85,7.457023,0.30000000000001137,1.4623258,0.8567092,4113,5169,9817,0,1,1
1,21.798202394816204,183,73,1,1,0,179.45,7.635317,0.9000000000000057,1.2862909,0.85679615,4120,5169,9824,0,1,1
1,21.798202394816204,183,73,1,1,0,180.05,6.282025,0.29999999999998295,1.2615842,0.8568829,4126,5169,9830,0,1,1
1,21.798202394816204,183,73,1,1,0,180.05,7.406253,-0.29999999999998295,1.4309278,0.8569697,4126,5176,9837,0,1,1
1,21.798202394816204,183,73,1,1,0,180.45,7.454934,1.0999999999999943,1.37122,0.8570563,4133,5176,9844,0,1,1
1,21.798202394816204,183,73,1,1,0,181.35,7.710159,0.6999999999999886,1.4906355,0.85714287,4140,5176,9851,0,1,1
1,21.798202394816204,183,73,1,1,0,181.85,7.1257463,0.30000000000001137,1.4607817,0.8572293,4147,5176,9858,0,1,1
1,21.798202394816204,183,73,1,1,0,181.9,7.0288525,-0.19999999999998863,1.44534,0.8573156,4147,5183,9865,0,1,1
1,21.798202394816204,183,73,1,1,0,182.05,7.2332416,0.5,1.1272416,0.8574018,4154,5183,9872,0,1,1
1,21.798202394816204,183,73,1,1,0,182.3,6.908394,0,1.2049648,0.8574879,4154,5183,9878,0,1,1
1,21.798202394816204,183,73,1,1,0,181.9,6.640404,-0.8000000000000114,1.3387924,0.8575739,4154,5189,9884,0,1,1
1,21.798202394816204,183,73,1,1,0,181.4,7.056014,-0.19999999999998863,1.432472,0.8576598,4154,5196,9891,0,1,1
1,21.798202394816204,183,73,1,1,0,181.35000000000002,7.512817,0.09999999999999432,1.4190892,0.85774565,4161,5196,9898,0,1,1
1,21.798202394816204,183,73,1,1,0,181.55,7.386626,0.29999999999998295,1.4813706,0.8578313,4168,5196,9905,0,1,1
1,21.798202394816204,183,73,1,1,0,181.8,6.8528347,0.20000000000001705,1.1884936,0.8579169,4174,5196,9911,0,1,1
1,21.798202394816204,183,73,1,1,0,181.8,6.5815988,-0.20000000000001705,2.5041237,0.8586041,4174,5202,9917,0,1,1
1,21.798202394816204,183,73,1,1,0,182.05,11.019139,0.700000000000017,1.4921798,0.8586891,4185,5202,9928,0,1,1
1,21.798202394816204,183,73,1,1,0,182.45,7.4726176,0.09999999999999432,1.443281,0.85877407,4192,5202,9935,0,1,1
1,21.798202394816204,183,73,1,1,0,182.85,7.439834,0.6999999999999886,1.3351895,0.8588589,4199,5202,9942,0,1,1
1,21.798202394816204,183,73,1,1,0,183.89999999999998,7.1745667,1.4000000000000057,1.460267,0.8589436,4206,5202,9949,0,1,1
1,21.798202394816204,183,73,1,1,0,185.6,7.731144,2,1.4679878,0.8590282,4213,5202,9956,0,1,1
1,21.798202394816204,183,73,1,1,0,187.39999999999998,7.8258533,1.5999999999999943,1.4252658,0.85911274,4220,5202,9963,0,1,1
1,21.798202394816204,183,73,1,1,0,188.55,6.9299192,0.700000000000017,1.4437958,0.85919714,4226,5202,9969,0,1,1
1,21.798202394816204,183,73,1,1,0,189.05,7.240471,0.29999999999998295,1.3737936,0.8592814,4233,5202,9976,0,1,1
1,21.798202394816204,183,73,1,1,0,189.45,7.6773734,0.5,1.4391633,0.85936564,4240,5202,9983,0,1,1
1,21.798202394816204,183,73,1,1,0,189.7,7.2100196,0,1.4705614,0.85944974,4240,5202,9990,0,1,1
1,21.798202394816204,183,73,1,1,0,189.89999999999998,6.924701,0.4000000000000057,1.5276955,0.8595338,4246,5202,9996,0,1,1
1,21.798202394816204,183,73,1,1,0,190.35,7.350964,0.5,1.4566638,0.8596177,4253,5202,10003,0,1,1
1,21.798202394816204,183,73,1,1,0,190.25,6.48536,-0.6999999999999886,1.4154861,0.8597015,4253,5208,10009,0,1,1
1,21.798202394816204,183,73,1,1,0,189.75,7.477363,-0.30000000000001137,1.4232069,0.8597852,4253,5215,10016,0,1,1
1,21.798202394816204,183,73,1,1,0,189.6,7.518043,0,1.2209212,0.8598688,4253,5215,10023,0,1,1
1,21.798202394816204,183,73,1,1,0,189.3,6.9418883,-0.5999999999999943,1.3948972,0.85995233,4253,5221,10029,0,1,1
1,21.798202394816204,183,73,1,1,0,189.1,7.6338224,0.19999999999998863,1.4381338,0.8600357,4260,5221,10036,0,1,1
1,21.798202394816204,183,73,1,1,0,189.1,7.3307605,-0.19999999999998863,1.365558,0.86011904,4260,5228,10043,0,1,1
1,21.798202394816204,183,73,1,1,0,188.6,6.022131,-0.8000000000000114,1.2204064,0.86020225,4260,5234,10049,0,1,1
1,21.798202394816204,183,73,1,1,0,188.39999999999998,6.9626594,0.4000000000000057,1.4242364,0.8602854,4266,5234,10055,0,1,1
1,21.798202394816204,183,73,1,1,0,188.5,7.2464175,-0.19999999999998863,1.1596692,0.8603684,4266,5241,10062,0,1,1
1,21.798202394816204,183,73,1,1,0,188,5.780712,-0.8000000000000114,1.3418808,0.8604513,4266,5246,10067,0,1,1
1,21.798202394816204,183,73,1,1,0,187.5,7.1802406,-0.19999999999998863,1.4201186,0.86053413,4266,5253,10074,0,1,1
1,21.798202394816204,183,73,1,1,0,187.25,7.091085,-0.30000000000001137,1.1828316,0.86061686,4266,5260,10081,0,1,1
1,21.798202394816204,183,73,1,1,0,187.25,7.033194,0.30000000000001137,1.2981294,0.8606995,4273,5260,10088,0,1,1
1,21.798202394816204,183,73,1,1,0,187.60000000000002,7.0781703,0.4000000000000057,1.263643,0.86078197,4280,5260,10095,0,1,1
1,21.798202394816204,183,73,1,1,0,187.9,7.157113,0.19999999999998863,1.2116561,0.8608644,4287,5260,10102,0,1,1
1,21.798202394816204,183,73,1,1,0,188.05,7.4963875,0.09999999999999432,1.4566638,0.8609468,4294,5260,10109,0,1,1
1,21.798202394816204,183,73,1,1,0,188.14999999999998,7.6190434,0.09999999999999432,1.3650433,0.86102897,4301,5260,10116,0,1,1
1,21.798202394816204,183,73,1,1,0,188.25,7.5281844,0.10000000000002274,1.3856323,0.8611111,4308,5260,10123,0,1,1
1,21.798202394816204,183,73,1,1,0,188.25,7.097438,-0.10000000000002274,1.4556345,0.8611931,4308,5267,10130,0,1,1
1,21.798202394816204,183,73,1,1,0,188,7.091098,-0.39999999999997726,1.376882,0.8612751,4308,5274,10137,0,1,1
1,21.798202394816204,183,73,1,1,0,187.75,6.7447343,-0.10000000000002274,1.3825439,0.8613569,4308,5280,10143,0,1,1
1,21.798202394816204,183,73,1,1,0,187.1,5.7726173,-1.1999999999999886,1.4726202,0.8614387,4308,5285,10148,0,1,1
1,21.798202394816204,183,73,1,1,0,186.6,6.4645953,0.19999999999998863,1.3382778,0.86152035,4314,5285,10154,0,1,1
1,21.798202394816204,183,73,1,1,0,186.45,6.5534196,-0.5,1.3444544,0.8616019,4314,5291,10160,0,1,1
1,21.798202394816204,183,73,1,1,0,186.14999999999998,6.8880024,-0.09999999999999432,1.4468842,0.86168337,4314,5297,10166,0,1,1
1,21.798202394816204,183,73,1,1,0,185.89999999999998,6.40268,-0.4000000000000057,1.2991589,0.8617647,4314,5303,10172,0,1,1
1,21.798202394816204,183,73,1,1,0,185.55,6.7447457,-0.29999999999998295,1.00062,0.86184597,4314,5309,10178,0,1,1
1,21.798202394816204,183,73,1,1,0,184.95,5.875288,-0.9000000000000057,1.2482014,0.86192715,4314,5314,10183,0,1,1
1,21.798202394816204,183,73,1,1,0,184.5,5.192473,0,1.1529778,0.8620082,4314,5314,10188,0,1,1
1,21.798202394816204,183,73,1,1,0,184.35,6.1544766,-0.30000000000001137,1.5683587,0.8620892,4314,5320,10194,0,1,1
1,21.798202394816204,183,73,1,1,0,184.05,8.139217,-0.29999999999998295,1.5060772,0.8621701,4314,5328,10202,0,1,1
1,21.798202394816204,183,73,1,1,0,183.75,7.0911164,-0.30000000000001137,1.6090217,0.86225086,4314,5335,10209,0,1,1
1,21.798202394816204,183,73,1,1,0,183.6,7.260386,0,1.3197478,0.86233157,4314,5335,10216,0,1,1
1,21.798202394816204,183,73,1,1,0,182.85,5.98331,-1.5,1.1823169,0.86241215,4314,5340,10221,0,1,1
1,21.798202394816204,183,73,1,1,0,181.7,6.0473037,-0.799999999999983,1.1385655,0.8624927,4314,5346,10227,0,1,1
1,21.798202394816204,183,73,1,1,0,181.05,6.0365324,-0.5,1.2631283,0.8625731,4314,5352,10233,0,1,1
1,21.798202394816204,183,73,1,1,0,180.85000000000002,7.100536,0.09999999999999432,1.413942,0.86265343,4321,5352,10240,0,1,1
1,21.798202394816204,183,73,1,1,0,180.7,5.8190084,-0.4000000000000057,1.2523192,0.86273366,4321,5357,10245,0,1,1
1,21.798202394816204,183,73,1,1,0,181.15,8.180683,1.3000000000000114,1.2307009,0.8628138,4329,5357,10253,0,1,1
1,21.798202394816204,183,73,1,1,0,181.4,6.54867,-0.8000000000000114,1.2662166,0.8628938,4329,5363,10259,0,1,1
1,21.798202394816204,183,73,1,1,0,180.95,6.7655516,-0.09999999999999432,1.3748231,0.86297375,4329,5369,10265,0,1,1
1,21.798202394816204,183,73,1,1,0,180.75,6.7849436,-0.30000000000001137,1.3423955,0.8630536,4329,5375,10271,0,1,1
1,21.798202394816204,183,73,1,1,0,180.39999999999998,6.8334303,-0.4000000000000057,1.1694489,0.8631334,4329,5381,10277,0,1,1
1,21.798202394816204,183,73,1,1,0,179.64999999999998,6.036538,-1.0999999999999943,1.380485,0.86321306,4329,5387,10283,0,1,1
1,21.798202394816204,183,73,1,1,0,178.55,5.549539,-1.0999999999999943,1.1164325,0.86329263,4329,5392,10288,0,1,1
1,21.798202394816204,183,73,1,1,0,177.65,6.34192,-0.6999999999999886,1.3254098,0.8633721,4329,5398,10294,0,1,1
1,21.798202394816204,183,73,1,1,0,176.8,5.4486876,-1,1.0170912,0.8634515,4329,5403,10299,0,1,1
1,21.798202394816204,183,73,1,1,0,176.60000000000002,7.297051,0.5999999999999943,1.1905525,0.86353076,4336,5403,10306,0,1,1
1,21.798202394816204,183,73,1,1,0,176.9,6.7447925,0,1.2312156,0.86360997,4336,5403,10312,0,1,1
1,21.798202394816204,183,73,1,1,0,177.05,7.6702886,0.29999999999998295,1.3923236,0.8636891,4343,5403,10319,0,1,1
1,21.798202394816204,183,73,1,1,0,177.2,7.1140738,0,1.2744522,0.8637681,4343,5403,10326,0,1,1
1,21.798202394816204,183,73,1,1,0,177.2,7.1572003,0,1.328498,0.863847,4343,5403,10333,0,1,1
1,21.798202394816204,183,73,1,1,0,177.2,6.263897,0,1.2548928,0.8639259,4343,5403,10339,0,1,1
1,21.798202394816204,183,73,1,1,0,177.35,5.6863914,0.30000000000001137,0.7314203,0.8634259,4348,5403,10344,0,1,1
1,21.798202394816204,183,73,1,1,0,177.85,8.599268,0.6999999999999886,1.3202626,0.8635049,4356,5403,10352,0,1,1
1,21.798202394816204,183,73,1,1,0,178.75,7.619139,1.1000000000000227,1.4365897,0.8635838,4363,5403,10359,0,1,1
1,21.798202394816204,183,73,1,1,0,179.4,6.8016872,0.19999999999998863,1.3809997,0.8636626,4369,5403,10365,0,1,1
1,21.798202394816204,183,73,1,1,0,179.4,6.9487076,-0.19999999999998863,1.3542342,0.86374134,4369,5409,10371,0,1,1
1,21.798202394816204,183,73,1,1,0,179.65,7.7667937,0.6999999999999886,1.46387,0.86381996,4376,5409,10378,0,1,1
1,21.798202394816204,183,73,1,1,0,180.1,6.9761634,0.19999999999998863,1.300703,0.8638985,4382,5409,10384,0,1,1
1,21.798202394816204,183,73,1,1,0,179.89999999999998,4.176981,-0.5999999999999943,1.4412222,0.86397696,4382,5413,10388,0,1,1
1,21.798202394816204,183,73,1,1,0,179.45,7.022887,-0.29999999999998295,1.448943,0.8640553,4382,5420,10395,0,1,1
1,21.798202394816204,183,73,1,1,0,179.05,7.1008663,-0.5,1.504533,0.86413354,4382,5427,10402,0,1,1
1,21.798202394816204,183,73,1,1,0,178.35000000000002,7.1008663,-0.9000000000000057,1.3969561,0.86421174,4382,5434,10409,0,1,1
1,21.798202394816204,183,73,1,1,0,177.55,6.706199,-0.700000000000017,1.3218067,0.8642898,4382,5440,10415,0,1,1
1,21.798202394816204,183,73,1,1,0,176.6,6.5856895,-1.1999999999999886,1.2548928,0.86436784,4382,5446,10421,0,1,1
1,21.798202394816204,183,73,1,1,0,175.85,6.573667,-0.30000000000001137,1.3799703,0.86444575,4382,5452,10427,0,1,1
1,21.798202394816204,183,73,1,1,0,175.45,6.9864635,-0.5,1.3938677,0.86452353,4382,5458,10433,0,1,1
1,21.798202394816204,183,73,1,1,0,174.95,6.599517,-0.5,1.3331306,0.86460125,4382,5464,10439,0,1,1
1,21.798202394816204,183,73,1,1,0,174.55,6.0366683,-0.29999999999998295,1.2651873,0.8646789,4382,5470,10445,0,1,1
1,21.798202394816204,183,73,1,1,0,173.9,5.852222,-1,1.1416539,0.86475646,4382,5475,10450,0,1,1
1,21.798202394816204,183,73,1,1,0,173.3,6.4574475,-0.20000000000001705,1.317689,0.8648339,4382,5481,10456,0,1,1
1,21.798202394816204,183,73,1,1,0,172.95,6.7874537,-0.5,1.1864347,0.86491126,4382,5487,10462,0,1,1
1,21.798202394816204,183,73,1,1,0,172.35,6.4695525,-0.6999999999999886,0.99032557,0.8644165,4382,5493,10468,0,1,1
1,21.798202394816204,183,73,1,1,0,172.15,6.2433167,0.30000000000001137,1.24151,0.864494,4388,5493,10474,0,1,1
